,batting_team,bowling_team,city,runs_left,balls_left,wickets,total_runs_x,crr,rrr,result
292,Delhi Daredevils,Mumbai Indians,Delhi,98,31,8,218,8.1,19.0,0
293,Delhi Capitals,Mumbai Indians,Sharjah,78,84,3,129,8.5,5.6,1
294,Mumbai Indians,Delhi Capitals,Delhi,101,83,0,172,11.5,7.3,1
295,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,68,82,0,135,10.6,5.0,1
296,Rajasthan Royals,Kings XI Punjab,Jaipur,32,55,1,153,11.2,3.5,1
297,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,173,115,0,177,4.8,9.0,1
298,Rajasthan Royals,Kolkata Knight Riders,Mumbai,95,51,6,191,8.3,11.2,0
299,Deccan Chargers,Chennai Super Kings,Nagpur,103,98,2,138,9.5,6.3,1
300,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,36,33,2,172,9.4,6.5,1
301,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,52,12,5,190,7.7,26.0,0
302,Kolkata Knight Riders,Mumbai Indians,Mumbai,180,125,0,181,-1.2,8.6,0
303,Rajasthan Royals,Gujarat Titans,Mumbai,108,69,4,192,9.9,9.4,0
304,Kings XI Punjab,Chennai Super Kings,Abu Dhabi,61,45,3,205,11.5,8.1,1
305,Rajasthan Royals,Mumbai Indians,Mumbai,23,15,6,187,9.4,9.2,0
306,Rajasthan Royals,Delhi Daredevils,Delhi,41,33,1,152,7.7,7.5,0
307,Mumbai Indians,Royal Challengers Bangalore,Bangalore,79,85,0,122,7.4,5.6,1
308,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,76,43,3,167,7.1,10.6,0
309,Kolkata Knight Riders,Rajasthan Royals,Mumbai,209,121,1,217,-48.0,10.4,0
310,Sunrisers Hyderabad,Delhi Capitals,Chennai,95,78,2,159,9.1,7.3,0
311,Kolkata Knight Riders,Chennai Super Kings,Chennai,45,39,2,139,7.0,6.9,1
312,Royal Challengers Bangalore,Kings XI Punjab,Dharamsala,232,125,0,232,-0.0,11.1,0
313,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,122,88,1,187,12.2,8.3,0
314,Mumbai Indians,Sunrisers Hyderabad,Mumbai,116,67,3,172,6.3,10.4,0
315,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,78,29,5,189,7.3,16.1,0
316,Chennai Super Kings,Mumbai Indians,Navi Mumbai,70,53,3,155,7.6,7.9,1
317,Mumbai Indians,Royal Challengers Bangalore,Abu Dhabi,126,91,1,164,7.9,8.3,1
318,Rajasthan Royals,Mumbai Indians,Mumbai,124,70,2,197,8.8,10.6,0
319,Lucknow Super Giants,Rajasthan Royals,Jaipur,39,21,6,193,9.3,11.1,0
320,Kings XI Punjab,Mumbai Indians,Abu Dhabi,84,37,5,191,7.7,13.6,0
321,Deccan Chargers,Delhi Daredevils,Durban,140,107,1,173,15.2,7.9,0
322,Rajasthan Royals,Sunrisers Hyderabad,Chennai,150,101,1,175,7.9,8.9,0
323,Delhi Daredevils,Kolkata Knight Riders,Mumbai,68,52,3,166,8.6,7.8,1
324,Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,172,112,1,187,11.2,9.2,0
325,Mumbai Indians,Kings XI Punjab,Chandigarh,2,9,6,168,9.0,1.3,1
326,Rajasthan Royals,Kings XI Punjab,Chandigarh,97,49,4,179,6.9,11.9,0
327,Kolkata Knight Riders,Deccan Chargers,Kolkata,42,46,4,110,5.5,5.5,1
328,Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,114,88,2,150,6.8,7.8,0
329,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,76,66,1,142,7.3,6.9,1
330,Mumbai Indians,Kings XI Punjab,Durban,117,121,1,119,-12.0,5.8,0
331,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,74,63,2,142,7.2,7.0,1
332,Lucknow Super Giants,Sunrisers Hyderabad,Hyderabad,150,88,1,182,6.0,10.2,1
333,Gujarat Titans,Mumbai Indians,Mumbai,177,124,0,177,-0.0,8.6,0
334,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,165,105,1,183,7.2,9.4,0
335,Chennai Super Kings,Kolkata Knight Riders,Chennai,75,102,1,108,11.0,4.4,1
336,Kolkata Knight Riders,Gujarat Titans,Ahmedabad,47,23,7,204,9.7,12.3,1
337,Mumbai Indians,Lucknow Super Giants,Mumbai,144,100,0,168,7.2,8.6,0
338,Mumbai Indians,Delhi Capitals,Abu Dhabi,81,58,2,162,7.8,8.4,1
339,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,126,107,0,143,7.8,7.1,1
340,Delhi Daredevils,Kings XI Punjab,Delhi,114,112,1,136,16.5,6.1,1
341,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,83,37,7,167,6.1,13.5,0
342,Delhi Capitals,Sunrisers Hyderabad,Mumbai,110,25,8,219,6.9,26.4,0
343,Royal Challengers Bangalore,Deccan Chargers,Johannesburg,105,86,2,143,6.7,7.3,0
344,Kolkata Knight Riders,Rajasthan Royals,Mumbai,129,82,2,199,11.1,9.4,0
345,Delhi Daredevils,Rajasthan Royals,Ahmedabad,107,35,8,201,6.6,18.3,0
346,Kings XI Punjab,Deccan Chargers,Chandigarh,40,36,2,175,9.6,6.7,1
347,Royal Challengers Bangalore,Deccan Chargers,Mumbai,26,62,1,82,5.8,2.5,1
348,Chennai Super Kings,Delhi Daredevils,Chennai,20,45,1,114,7.5,2.7,1
349,Royal Challengers Bangalore,Rajasthan Royals,Ahmedabad,73,87,1,130,10.4,5.0,1
350,Kings XI Punjab,Rajasthan Royals,Pune,27,10,8,162,7.4,16.2,0
351,Mumbai Indians,Royal Challengers Bangalore,Bangalore,115,94,1,151,8.3,7.3,1
352,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,127,80,2,186,8.8,9.5,0
353,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,157,125,1,157,-0.0,7.5,0
354,Mumbai Indians,Kings XI Punjab,Mumbai,14,12,6,197,10.2,7.0,1
355,Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,58,33,3,163,7.2,10.5,0
356,Kolkata Knight Riders,Kings XI Punjab,Kolkata,69,73,2,134,8.3,5.7,0
357,Mumbai Indians,Chennai Super Kings,Mumbai,61,46,1,173,9.1,8.0,1
358,Delhi Capitals,Royal Challengers Bangalore,Mumbai,26,13,7,189,9.1,12.0,0
359,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,89,36,5,212,8.8,14.8,0
360,Deccan Chargers,Chennai Super Kings,Chennai,119,93,1,160,9.1,7.7,0
361,Delhi Daredevils,Sunrisers Hyderabad,Delhi,38,32,3,185,10.0,7.1,1
362,Rajasthan Royals,Kings XI Punjab,Chandigarh,43,39,2,145,7.6,6.6,1
363,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,31,84,2,111,13.3,2.2,1
364,Deccan Chargers,Chennai Super Kings,Chennai,32,20,3,160,7.7,9.6,0
365,Royal Challengers Bangalore,Delhi Daredevils,Johannesburg,102,85,1,134,5.5,7.2,1
366,Mumbai Indians,Kolkata Knight Riders,Bangalore,45,70,3,107,7.4,3.9,1
367,Chennai Super Kings,Rajasthan Royals,Chennai,37,47,1,147,9.0,4.7,1
368,Kings XI Punjab,Royal Challengers Bangalore,Mumbai,103,103,0,124,7.4,6.0,1
369,Chennai Super Kings,Mumbai Indians,Mumbai,126,96,1,165,9.8,7.9,1
370,Delhi Daredevils,Chennai Super Kings,Johannesburg,92,68,3,163,8.2,8.1,0
371,Deccan Chargers,Delhi Daredevils,Delhi,101,60,3,194,9.3,10.1,0
372,Delhi Daredevils,Kolkata Knight Riders,Kolkata,80,77,5,133,7.4,6.2,0
373,Rajasthan Royals,Delhi Daredevils,Jaipur,43,49,3,151,9.1,5.3,1
374,Delhi Daredevils,Mumbai Indians,Visakhapatnam,87,22,8,206,7.3,23.7,0
375,Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,120,86,0,175,9.7,8.4,1
376,Rajasthan Royals,Mumbai Indians,Jaipur,7,16,5,161,8.9,2.6,1
377,Chennai Super Kings,Kings XI Punjab,Chennai,124,113,0,136,10.3,6.6,0
378,Mumbai Indians,Chennai Super Kings,Chennai,155,121,0,158,-18.0,7.7,1
379,Mumbai Indians,Delhi Capitals,Mumbai,88,62,1,159,7.3,8.5,1
380,Chennai Super Kings,Mumbai Indians,Hyderabad,120,105,0,149,11.6,6.9,0
381,Kings XI Punjab,Delhi Daredevils,Delhi,16,33,4,120,7.2,2.9,1
382,Rajasthan Royals,Kings XI Punjab,Abu Dhabi,185,125,0,185,-0.0,8.9,1
383,Sunrisers Hyderabad,Rajasthan Royals,Jaipur,185,103,0,214,10.2,10.8,1
384,Delhi Daredevils,Chennai Super Kings,Chennai,109,73,4,168,7.5,9.0,0
385,Deccan Chargers,Kolkata Knight Riders,Hyderabad,39,19,6,169,7.7,12.3,0
386,Delhi Daredevils,Mumbai Indians,Mumbai,41,11,8,178,7.5,22.4,0
387,Delhi Daredevils,Chennai Super Kings,Johannesburg,91,67,3,163,8.2,8.1,0
388,Delhi Capitals,Lucknow Super Giants,Mumbai,135,93,2,195,13.3,8.7,0
389,Kolkata Knight Riders,Rajasthan Royals,Jaipur,137,89,4,164,5.2,9.2,0
390,Royal Challengers Bangalore,Deccan Chargers,Johannesburg,138,114,0,143,5.0,7.3,0
391,Chennai Super Kings,Royal Challengers Bangalore,Pune,50,63,2,127,8.1,4.8,1
392,Delhi Daredevils,Sunrisers Hyderabad,Raipur,110,81,1,158,7.4,8.1,1
393,Sunrisers Hyderabad,Chennai Super Kings,Pune,177,113,0,202,21.4,9.4,0
394,Royal Challengers Bangalore,Rajasthan Royals,Pune,37,21,8,144,6.5,10.6,0
395,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,97,51,3,208,9.7,11.4,0
396,Gujarat Titans,Delhi Capitals,Ahmedabad,40,29,4,130,5.9,8.3,0
397,Mumbai Indians,Royal Challengers Bangalore,Bangalore,100,75,1,156,7.5,8.0,0
398,Gujarat Titans,Delhi Capitals,Ahmedabad,51,36,4,130,5.6,8.5,0
399,Rajasthan Royals,Royal Challengers Bangalore,Pune,137,88,2,180,8.1,9.3,0
400,Lucknow Super Giants,Delhi Capitals,Delhi,106,56,6,208,9.6,11.4,0
401,Kolkata Knight Riders,Kings XI Punjab,Bangalore,92,58,2,199,10.4,9.5,1
402,Mumbai Indians,Deccan Chargers,Durban,61,37,4,168,7.7,9.9,0
403,Kings XI Punjab,Kolkata Knight Riders,Indore,81,30,6,245,10.9,16.2,0
404,Mumbai Indians,Sunrisers Hyderabad,Mumbai,164,122,0,173,-27.0,8.1,1
405,Chennai Super Kings,Mumbai Indians,Mumbai,39,43,2,141,7.9,5.4,1
406,Delhi Daredevils,Rajasthan Royals,Delhi,29,28,2,165,8.9,6.2,0
407,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow,51,41,7,126,5.7,7.5,0
408,Rajasthan Royals,Mumbai Indians,Mumbai,34,17,9,197,9.5,12.0,0
409,Delhi Capitals,Chennai Super Kings,Chennai,150,105,1,179,11.6,8.6,0
410,Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,211,123,0,212,-2.0,10.3,1
411,Delhi Daredevils,Kings XI Punjab,Chandigarh,75,53,1,181,9.5,8.5,0
412,Rajasthan Royals,Chennai Super Kings,Mumbai,101,56,2,188,8.2,10.8,0
413,Delhi Daredevils,Kolkata Knight Riders,Kolkata,92,84,4,133,6.8,6.6,0
414,Kolkata Knight Riders,Chennai Super Kings,Dubai,73,38,4,192,8.7,11.5,0
415,Mumbai Indians,Rajasthan Royals,Kolkata,39,36,2,165,9.0,6.5,1
416,Chennai Super Kings,Royal Challengers Bangalore,Ranchi,78,70,2,139,7.3,6.7,1
417,Chennai Super Kings,Mumbai Indians,Hyderabad,12,13,5,149,7.7,5.5,0
418,Rajasthan Royals,Mumbai Indians,Mumbai,132,81,4,166,5.2,9.8,0
419,Delhi Capitals,Sunrisers Hyderabad,Dubai,33,34,2,134,7.0,5.8,1
420,Gujarat Titans,Rajasthan Royals,Jaipur,61,83,0,118,9.2,4.4,1
421,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,184,104,1,212,10.5,10.6,0
422,Kings XI Punjab,Delhi Daredevils,Delhi,21,25,5,164,9.0,5.0,1
423,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,125,118,1,130,15.0,6.4,1
424,Rajasthan Royals,Kings XI Punjab,Chandigarh,91,64,1,182,9.8,8.5,0
425,Delhi Daredevils,Mumbai Indians,Mumbai,41,44,2,125,6.6,5.6,1
426,Kings XI Punjab,Chennai Super Kings,Abu Dhabi,66,47,3,205,11.4,8.4,1
427,Royal Challengers Bangalore,Deccan Chargers,Hyderabad,125,119,0,132,42.0,6.3,0
428,Kolkata Knight Riders,Delhi Daredevils,Kolkata,61,73,2,128,8.6,5.0,1
429,Rajasthan Royals,Kings XI Punjab,Abu Dhabi,82,65,1,185,11.2,7.6,1
430,Rajasthan Royals,Chennai Super Kings,Centurion,157,119,0,164,42.0,7.9,0
431,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,51,22,5,208,9.6,13.9,0
432,Delhi Daredevils,Chennai Super Kings,Delhi,105,58,5,169,6.2,10.9,0
433,Delhi Capitals,Lucknow Super Giants,Lucknow,159,106,0,193,14.6,9.0,0
434,Chennai Super Kings,Delhi Capitals,Visakhapatnam,66,65,0,147,8.8,6.1,1
435,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,201,118,1,205,12.0,10.2,0
436,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,109,80,2,171,9.3,8.2,1
437,Deccan Chargers,Chennai Super Kings,Durban,90,78,2,165,10.7,6.9,1
438,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,63,60,0,171,10.8,6.3,1
439,Kolkata Knight Riders,Delhi Daredevils,Kolkata,131,103,1,160,10.2,7.6,1
440,Kolkata Knight Riders,Rajasthan Royals,Kolkata,60,61,2,132,7.3,5.9,1
441,Rajasthan Royals,Delhi Daredevils,Delhi,81,67,1,152,8.0,7.3,1
442,Mumbai Indians,Royal Challengers Bangalore,Bengaluru,143,101,3,167,7.6,8.5,0
443,Kings XI Punjab,Mumbai Indians,Visakhapatnam,74,76,1,124,6.8,5.8,1
444,Rajasthan Royals,Mumbai Indians,Jaipur,65,47,5,145,6.6,8.3,1
445,Delhi Daredevils,Mumbai Indians,Visakhapatnam,114,53,4,206,8.2,12.9,0
446,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,143,84,4,178,5.8,10.2,0
447,Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,60,40,4,162,7.6,9.0,0
448,Rajasthan Royals,Kolkata Knight Riders,Kolkata,48,71,1,149,12.4,4.1,1
449,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,63,54,6,138,6.8,7.0,0
450,Kolkata Knight Riders,Royal Challengers Bangalore,Abu Dhabi,34,88,0,92,10.9,2.3,1
451,Mumbai Indians,Royal Challengers Bangalore,Mumbai,15,16,5,171,9.0,5.6,1
452,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,97,96,2,129,8.0,6.1,0
453,Lucknow Super Giants,Royal Challengers Bangalore,Mumbai,91,59,3,181,8.9,9.3,0
454,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,63,27,6,228,10.6,14.0,0
455,Mumbai Indians,Chennai Super Kings,Chennai,28,19,6,208,10.7,8.8,0
456,Lucknow Super Giants,Delhi Capitals,Delhi,122,70,5,208,10.3,10.5,0
457,Kolkata Knight Riders,Deccan Chargers,Kolkata,32,40,4,110,5.8,4.8,1
458,Mumbai Indians,Royal Challengers Bangalore,Mumbai,135,108,0,171,18.0,7.5,1
459,Chennai Super Kings,Sunrisers Hyderabad,Mumbai,41,23,7,139,6.1,10.7,1
460,Delhi Daredevils,Rajasthan Royals,Jaipur,53,72,1,141,11.0,4.4,1
461,Chennai Super Kings,Delhi Capitals,Delhi,108,99,1,147,11.1,6.5,1
462,Chennai Super Kings,Gujarat Titans,Ahmedabad,39,8,8,231,10.3,29.2,0
463,Rajasthan Royals,Delhi Capitals,Mumbai,23,17,6,161,8.0,8.1,0
464,Kolkata Knight Riders,Chennai Super Kings,Kolkata,100,113,1,114,12.0,5.3,1
465,Kolkata Knight Riders,Rajasthan Royals,Mumbai,35,27,3,152,7.5,7.8,1
466,Kings XI Punjab,Rajasthan Royals,Pune,151,119,1,162,66.0,7.6,0
467,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,226,117,1,228,4.0,11.6,0
468,Rajasthan Royals,Royal Challengers Bangalore,Pune,128,80,2,180,7.8,9.6,0
469,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,15,20,5,169,9.2,4.5,1
470,Rajasthan Royals,Royal Challengers Bangalore,Pune,117,69,3,180,7.4,10.2,0
471,Kings XI Punjab,Mumbai Indians,Abu Dhabi,90,46,4,191,8.2,11.7,0
472,Kolkata Knight Riders,Delhi Daredevils,Delhi,89,79,0,160,10.4,6.8,1
473,Delhi Capitals,Chennai Super Kings,Chennai,104,70,3,167,7.6,8.9,0
474,Rajasthan Royals,Chennai Super Kings,Mumbai,24,24,5,163,8.7,6.0,1
475,Rajasthan Royals,Chennai Super Kings,Jaipur,10,33,4,141,9.0,1.8,1
476,Rajasthan Royals,Kolkata Knight Riders,Kolkata,68,61,4,147,8.0,6.7,1
477,Kolkata Knight Riders,Delhi Capitals,Sharjah,9,19,3,135,7.5,2.8,1
478,Delhi Daredevils,Chennai Super Kings,Chennai,133,66,3,222,9.9,12.1,0
479,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,65,54,3,161,8.7,7.2,1
480,Gujarat Titans,Sunrisers Hyderabad,Mumbai,159,105,0,195,14.4,9.1,1
481,Deccan Chargers,Royal Challengers Bangalore,Centurion,106,89,0,170,12.4,7.1,0
482,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,153,105,1,171,7.2,8.7,0
483,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,100,71,2,161,7.5,8.5,1
484,Delhi Daredevils,Mumbai Indians,Mumbai,93,49,4,178,7.2,11.4,0
485,Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,4,8,8,152,7.9,3.0,0
486,Mumbai Indians,Chennai Super Kings,Chennai,30,19,4,158,7.6,9.5,1
487,Delhi Capitals,Sunrisers Hyderabad,Delhi,246,116,1,266,30.0,12.7,0
488,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,199,107,1,223,11.1,11.2,0
489,Rajasthan Royals,Chennai Super Kings,Chennai,229,112,0,246,12.8,12.3,0
490,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,156,118,2,167,33.0,7.9,0
491,Mumbai Indians,Kings XI Punjab,Indore,14,17,4,174,9.3,4.9,1
492,Mumbai Indians,Royal Challengers Bangalore,Mumbai,187,116,1,201,21.0,9.7,0
493,Rajasthan Royals,Kolkata Knight Riders,Mumbai,154,110,1,174,12.0,8.4,0
494,Kolkata Knight Riders,Sunrisers Hyderabad,Chennai,61,98,1,113,14.2,3.7,1
495,Sunrisers Hyderabad,Delhi Daredevils,Delhi,124,112,1,143,14.2,6.6,1
496,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,41,41,2,142,7.7,6.0,1
497,Chennai Super Kings,Mumbai Indians,Mumbai,101,66,2,187,9.6,9.2,0
498,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,88,61,1,183,9.7,8.7,1
499,Royal Challengers Bangalore,Kings XI Punjab,Dharamsala,140,45,7,232,7.4,18.7,0
500,Lucknow Super Giants,Chennai Super Kings,Chennai,37,19,6,217,10.7,11.7,0
501,Gujarat Titans,Chennai Super Kings,Chennai,89,52,3,172,7.3,10.3,0
502,Gujarat Titans,Rajasthan Royals,Kolkata,16,15,3,188,9.8,6.4,1
503,Delhi Capitals,Sunrisers Hyderabad,Delhi,89,63,1,197,11.4,8.5,0
504,Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,34,90,2,70,7.2,2.3,1
505,Royal Challengers Bangalore,Rajasthan Royals,Abu Dhabi,38,38,1,154,8.5,6.0,1
506,Mumbai Indians,Rajasthan Royals,Navi Mumbai,145,117,0,158,26.0,7.4,1
507,Deccan Chargers,Chennai Super Kings,Chennai,96,88,0,165,12.9,6.5,0
508,Chennai Super Kings,Rajasthan Royals,Jaipur,140,106,2,151,4.7,7.9,1
509,Mumbai Indians,Royal Challengers Bangalore,Mumbai,180,109,2,201,11.5,9.9,0
510,Sunrisers Hyderabad,Delhi Daredevils,Hyderabad,37,84,3,80,7.2,2.6,1
511,Rajasthan Royals,Gujarat Titans,Mumbai,43,18,8,192,8.8,14.3,0
512,Mumbai Indians,Kolkata Knight Riders,Kolkata,127,118,0,137,30.0,6.5,1
513,Chennai Super Kings,Kolkata Knight Riders,Mumbai,135,96,0,172,9.2,8.4,1
514,Kolkata Knight Riders,Chennai Super Kings,Ranchi,104,86,4,148,7.8,7.3,0
515,Delhi Daredevils,Mumbai Indians,Mumbai,104,74,6,142,5.0,8.4,0
516,Mumbai Indians,Sunrisers Hyderabad,Mumbai,117,71,0,193,9.3,9.9,0
517,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,173,119,0,177,24.0,8.7,1
518,Kings XI Punjab,Mumbai Indians,Chandigarh,104,72,2,172,8.5,8.7,0
519,Kings XI Punjab,Deccan Chargers,Kimberley,101,76,2,168,9.1,8.0,1
520,Sunrisers Hyderabad,Delhi Capitals,Chennai,54,39,4,159,7.8,8.3,0
521,Deccan Chargers,Mumbai Indians,Hyderabad,48,17,7,172,7.2,16.9,0
522,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,83,55,1,183,9.2,9.1,1
523,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,18,19,5,138,7.1,5.7,1
524,Rajasthan Royals,Mumbai Indians,Abu Dhabi,78,31,8,193,7.8,15.1,0
525,Delhi Daredevils,Kolkata Knight Riders,Kolkata,40,31,4,181,9.5,7.7,0
526,Rajasthan Royals,Delhi Capitals,Mumbai,110,77,4,147,5.2,8.6,1
527,Deccan Chargers,Kolkata Knight Riders,Kolkata,148,107,1,163,6.9,8.3,0
528,Rajasthan Royals,Kings XI Punjab,Chandigarh,211,108,1,221,5.0,11.7,0
529,Rajasthan Royals,Chennai Super Kings,Abu Dhabi,104,111,0,125,14.0,5.6,1
530,Deccan Chargers,Kolkata Knight Riders,Cape Town,23,59,2,101,7.7,2.3,1
531,Kolkata Knight Riders,Kings XI Punjab,Kolkata,16,19,7,183,9.9,5.1,1
532,Royal Challengers Bangalore,Kolkata Knight Riders,Centurion,167,114,0,173,6.0,8.8,1
533,Mumbai Indians,Rajasthan Royals,Mumbai,149,97,2,193,11.5,9.2,0
534,Lucknow Super Giants,Rajasthan Royals,Mumbai,123,81,3,165,6.5,9.1,0
535,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,113,59,3,209,9.4,11.5,0
536,Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,135,106,0,157,9.4,7.6,0
537,Delhi Daredevils,Rajasthan Royals,Jaipur,57,77,1,141,11.7,4.4,1
538,Kolkata Knight Riders,Kings XI Punjab,Cuttack,103,97,0,149,12.0,6.4,1
539,Mumbai Indians,Kings XI Punjab,Mumbai,148,83,0,230,13.3,10.7,0
540,Chennai Super Kings,Rajasthan Royals,Kimberley,117,104,1,140,8.6,6.8,1
541,Chennai Super Kings,Kolkata Knight Riders,Chennai,123,87,1,202,14.4,8.5,1
542,Rajasthan Royals,Delhi Daredevils,Centurion,123,110,0,143,12.0,6.7,1
543,Rajasthan Royals,Kolkata Knight Riders,Kolkata,122,95,0,175,12.7,7.7,1
544,Deccan Chargers,Chennai Super Kings,Durban,105,103,0,165,21.2,6.1,1
545,Mumbai Indians,Royal Challengers Bangalore,Mumbai,50,39,3,170,8.9,7.7,1
546,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,109,62,3,190,8.4,10.5,1
547,Delhi Daredevils,Kolkata Knight Riders,Mumbai,48,41,3,166,9.0,7.0,1
548,Kolkata Knight Riders,Kings XI Punjab,Abu Dhabi,125,118,0,132,21.0,6.4,0
549,Lucknow Super Giants,Mumbai Indians,Chennai,96,60,5,182,8.6,9.6,0
550,Mumbai Indians,Delhi Capitals,Delhi,57,23,5,257,12.4,14.9,0
551,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,52,23,5,178,7.8,13.6,0
552,Kings XI Punjab,Deccan Chargers,Kimberley,17,17,7,168,8.8,6.0,1
553,Chennai Super Kings,Mumbai Indians,Mumbai,187,124,0,187,-0.0,9.0,0
554,Sunrisers Hyderabad,Rajasthan Royals,Delhi,91,37,5,220,9.3,14.8,0
555,Kolkata Knight Riders,Mumbai Indians,Chennai,106,89,0,152,8.9,7.1,0
556,Sunrisers Hyderabad,Kings XI Punjab,Mumbai,182,117,1,193,22.0,9.3,0
557,Delhi Daredevils,Deccan Chargers,Hyderabad,149,104,1,187,14.2,8.6,1
558,Royal Challengers Bangalore,Chennai Super Kings,Chennai,184,106,2,205,9.0,10.4,0
559,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,126,106,2,133,3.0,7.1,0
560,Rajasthan Royals,Deccan Chargers,Jaipur,54,30,4,196,9.5,10.8,1
561,Mumbai Indians,Kolkata Knight Riders,Mumbai,11,35,1,133,8.6,1.9,1
562,Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,41,27,6,170,8.3,9.1,0
563,Mumbai Indians,Deccan Chargers,Centurion,42,31,5,145,6.9,8.1,0
564,Kolkata Knight Riders,Chennai Super Kings,Mumbai,4,17,4,131,7.4,1.4,1
565,Delhi Capitals,Mumbai Indians,Sharjah,80,87,3,129,8.9,5.5,1
566,Delhi Daredevils,Chennai Super Kings,Chennai,27,19,7,150,7.3,8.5,0
567,Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,188,123,0,189,-2.0,9.2,0
568,Deccan Chargers,Kings XI Punjab,Dharamsala,170,125,0,174,-4.8,8.2,1
569,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,70,30,6,185,7.7,14.0,0
570,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,127,72,7,211,10.5,10.6,0
571,Kolkata Knight Riders,Rajasthan Royals,Kolkata,102,101,2,132,9.5,6.1,1
572,Royal Challengers Bangalore,Deccan Chargers,Johannesburg,86,75,3,143,7.6,6.9,0
573,Delhi Capitals,Royal Challengers Bangalore,Ahmedabad,59,35,4,171,7.9,10.1,0
574,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,72,60,2,142,7.0,7.2,1
575,Kings XI Punjab,Rajasthan Royals,Chandigarh,80,65,2,183,11.2,7.4,0
576,Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,81,57,4,150,6.6,8.5,0
577,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,128,103,1,167,13.8,7.5,0
578,Mumbai Indians,Chennai Super Kings,Chennai,83,54,3,165,7.5,9.2,0
579,Rajasthan Royals,Mumbai Indians,Jaipur,25,40,2,94,5.2,3.8,1
580,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,73,59,3,151,7.7,7.4,0
581,Delhi Daredevils,Deccan Chargers,Hyderabad,58,71,1,142,10.3,4.9,1
582,Royal Challengers Bangalore,Mumbai Indians,Mumbai,120,103,0,141,7.4,7.0,1
583,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,9,33,2,135,8.7,1.6,1
584,Lucknow Super Giants,Gujarat Titans,Lucknow,35,47,1,135,8.2,4.5,0
585,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,163,106,0,194,13.3,9.2,0
